path,tracking,bytes,sha256,review_scope,manifest_route_id,reading_boundary
"Agent_EOH/eoh/src/eoh/examples/user_insertships_go/seeds_optimization_go_sa.json","tracked","2161","f7de130da160b94f0a56551c30940b1467895d27d56151069f3bd4903d4fc42b","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/examples/user_insertships_go/summarize_insertships_eoh.py","tracked","7614","5546635d03d30d9cf62ffcd1f74f405eef20a7d3cb3aed876a3b326d9c37d4d9","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/examples/user_insertships_go/v0_baseline/runEoH_insertships_go.py","tracked","3140","47f483252d572e6a2336774ffc041ecab255e083012de9abfb874c2cec19bdae","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/examples/user_insertships_go/v2_agent/MEMORY.md","tracked","2885","ca96c5fc905bd3ccb56ac1b450e8a270f7064c226fbe3fec3c35b60fd3725e35","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/examples/user_insertships_go/v2_agent/PLAN.md","tracked","2354","145831fa31f0db4583dc67dc65763d0e7ac171287cccff3b9c2fccf988c4841a","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/examples/user_insertships_go/v2_agent/react_master_agent_insertships.py","tracked","11408","a3d3f7559f7cd9f3df0153fcfb885d6d92c711587578a1bb174fe5d10f28121a","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/examples/user_insertships_go/v2_agent/react_tools_insertships.py","tracked","19103","761a0011544cc59ce119ee5d7d6d14d15a5e18708f7a88eefb32c570c442c195","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/examples/user_insertships_go/v2_agent/research_notes.md","tracked","388219","99b5246feeb3cae07a6b40d839fa28651537002347e4908807ccd7827633611d","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/examples/user_insertships_go/v2_agent/seeds_insertships_go_research.json","tracked","6449","5f286732a810442611acbd131e4b180ef1c781636ebd7d8d59c2dfccc8589ee9","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/examples/user_insertships_go/v2_agent/SKILLS.md","tracked","921","26f0aa76394eda87f7b15bf2f1854d0d9d3178588803ca8cb39a9ca173f02082","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/examples/user_knapsack_go/prob_knapsack_go.py","tracked","12252","22d3176dd7d010cac20d4da1dc8cd0512224256f1b293556adc4fafcf1ae2d55","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/examples/user_knapsack_go/prompts_knapsack_go.py","tracked","2282","854cc88d374763f35c545a5036a01a39f60b149d16d63ea656c9b7ec581f52e3","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/examples/user_knapsack_go/seeds_knapsack_go.json","tracked","364","d8297dba51719c32bc6328047c3fdaeacd68d022bc1a86e5cc5f4741af18e2be","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/examples/user_mixer_split_go/prob_mixer_split_go.py","tracked","11687","30a3a227e228957926cdf8dcad697d44ddedc15e1287701dfc4cb727a0a11647","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/examples/user_mixer_split_go/prompts_mixer_split_go.py","tracked","2699","290d9767cf61a321a01f7836f1d086cdfb7966612b854c5678b34757a535d07a","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/examples/user_mixer_split_go/seeds_mixer_split_go.json","tracked","1118","3a05663b5c7237667e00d0c513a94616c6537686aafb3f613583d16834fa2175","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/llm/__init__.py","tracked","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/llm/api_general.py","tracked","4214","08218e607fa866a9fe606138cc7a33fe23eac6249f039b520ad72a131bb03daf","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/llm/api_hf_inter.py","tracked","1623","9c7a3cade349b069381f4a617ebb7605285a03c2473ac904d48b0d6f7e91774d","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/llm/api_local_llm.py","tracked","1405","0436467bbcb14abedcd290e41cd59691d843aced3737f86a17e01229c7ba0033","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/llm/interface_LLM.py","tracked","2001","2913f9831365cfdb761465a0a050d0a205f99ed605629b32fa59cfcf9168e8c2","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/__init__.py","tracked","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/ael/__init__.py","tracked","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/ael/ael_evolution.py","tracked","8303","94a8237c39924bd20f2de9d9d0c404e9602a12135d5514ee0ba863a509c4708e","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/ael/ael_interface_EC.py","tracked","9387","dd34a31485b01bd77d74cabc99148a0fcb2c2a0144011a54adb1a01cc678c711","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/ael/ael.py","tracked","7257","9ade19abdcc486d6e12dcc28a27ff02ca4309dec19d612e0684dcb614793ec5e","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/ael/evaluator_accelerate.py","tracked","7237","28161f54d6a522243542b90dafc9b54ad21231337fc15969c13a4b9357edd207","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/eoh/__init__.py","tracked","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/eoh/eoh_evolution.py","tracked","14292","9d487f87151970fadf6bf57bfbc2d726a088334b53bc7dbed701c68dc9703f4e","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/eoh/eoh_interface_EC.py","tracked","9970","7ad260816406ca8317a92503c40a4159ae9f1e1e09eb3e6aca59c537b1b12b69","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/eoh/eoh.py","tracked","12039","11553f64dbf703d297619aba1fad6d27b5ffd01097feb098c8dd4f301f478794","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/eoh/evaluator_accelerate.py","tracked","7236","7ad1a3b90625fb1aa0a4549a6d722f2e7578820b6453c9155810c1529d379049","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/localsearch/__init__.py","tracked","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/localsearch/evaluator_accelerate.py","tracked","7237","28161f54d6a522243542b90dafc9b54ad21231337fc15969c13a4b9357edd207","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/localsearch/ls_evolution.py","tracked","11639","83c6936b947e9bbf466a41d0641831f535f21410b870cb8ee873564400b36de2","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/localsearch/ls_interface_EC.py","tracked","8387","11f2f008134d270fa7d2137131cc553d141c4bc307031488f32d17a1cd85687a","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/localsearch/ls.py","tracked","6465","99080e4ef982959ab9567a683ba54b6dd45f5aba333b93134eb43a153b550e93","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/management/__init__.py","tracked","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/management/ls_greedy.py","tracked","219","fa37b3ac9c03a52aba919c199dc3aefcc0cf1900034a416320c4a602c88d662a","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/management/ls_sa.py","tracked","526","a599eda874d251f9e8d9c388badbaeddb0a07ebc307e57f3843e19655c8861bb","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/management/pop_greedy.py","tracked","640","a00c0b4bdfc305a1694a4ee13f734687858471956c60d0f1f468d76abcd8a854","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/methods.py","tracked","2045","68d27801743d7eb0d9904717df36189517ce561cfbfb03e4756fdfad9bafaeb4","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/selection/__init__.py","tracked","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/selection/equal.py","tracked","118","684b9b9c00d14570abae6c88e30b619926f9c646ab6034548016e706bac5bcff","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/selection/prob_rank.py","tracked","219","80b2e3427f4f38e80076754f11df50c8ac42a932cbe07192f076a4e665d35531","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/selection/roulette_wheel.py","tracked","307","7b7045bcd8894262a13b314d7606502d8cbc661e1b48117658bf2cf9f85b4efc","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/methods/selection/tournament.py","tracked","395","5adf7fd0095c0fe56a2cc63e5aedef6c8ac34ad0dd4fb95f4a0967217ed87da9","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/problems/__init__.py","tracked","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/problems/problems.py","tracked","819","c975e73965c6aa9edded94f367a0783fc9823406779c3dceb661a1ae9803cfd8","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/utils/__init__.py","tracked","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/utils/createFolders.py","tracked","771","d453bd3fa90d2745110546dd049ad817d442ba0ab06a93bccc0282cc56a81d2e","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/utils/createReport.py","tracked","7247","73b888b895e08f2ab723ef117ad40e43be8e473945f7246de084c4912859c22a","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/utils/get_algorithm&code_pop.py","tracked","530","d3a402671db24c4d0391ca2aac3d85499fd7ddab0f610feb5774a3b69762b6b2","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/utils/get_all_results.py","tracked","2984","d8ead58863f3e34e9d7973fa0912cc13471bd2b7dbd82b3d28926e4fba3eb605","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/eoh/src/eoh/utils/getParas.py","tracked","5074","fde6ea2881bee298ceda1f465fc7d1722767d1883bdb112568b5c133fa56fce7","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/LICENSE","tracked","1077","5ca2920d4f56954100c8f365461aba7b6c6154da49734f7b2703d9275ad49d11","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"Agent_EOH/README.md","tracked","1598","7f0393c51f93c12a6072af0b7fbc0972977c9c3e701810c15e6882b623e4fe64","implementation","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/新一代自动进化Agent基线_2026-07-14_231405/baseline_hashes.sha256","tracked","1300","8f5195b4798ec71c8d0973a5ef7d38ec25a4d83187d365df6dddfcc61cdb5e74","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段A-605精英代码结构相似度_2026-07-14_000239.json","tracked","1374","9dcc62c75383caf2c60f44d1a545f9efb76c840948f6781f1f4e862d4d79d1b1","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AE-运行探针跨seed验证_2026-07-14_0540/prediction_manifest.json","tracked","358","60d093716abaed8e1e0a83db7e4cc37aa376c41f0aa4f081f697be6de80df236","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AE-运行探针跨seed验证_2026-07-14_0540/validation_summary.json","tracked","314","2d811a23cfeea0fd4f1f26f474b425749ef933c289dcc06aff5ba8ab00037a6d","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AF-合成442负类验证_2026-07-14_0552/prediction_442_manifest.json","tracked","398","a56acd9b715a0852dcfa1fcec6fc229d5993f18aa1ef88dae78eaabce1a7b21b","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AF-合成442负类验证_2026-07-14_0552/validation_442_summary.json","tracked","443","6656dde0722a02693331d3187454e202864e4ffa2e38ff6bc6041bd2a48777fd","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AG-probe选择反事实_2026-07-14_0600/probe_selection_counterfactual_summary.json","tracked","406","b5b69bc7f9154dffeda3c4d2190d6106dd9996939976f40faedaeaea7787c598","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AI-fresh对称运行探针_2026-07-14_0606/fresh_probe_manifest.json","tracked","570","abacd04d0698ff4eab6e93ecaed5087ff697da527640d48de5964db7690aab19","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AJ-Core12扩展评估_2026-07-14_0610/core12_extension_manifest.json","tracked","7376","b11089944beb8d831b24809c23ec4d7882908e60adc4320b18616eb46cd62a1d","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AJ-Core12扩展评估_2026-07-14_0610/full12_summary.json","tracked","338","d8dd4f5b5671179269d152d499e4818440606500d75490255e25fc455b95096c","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AK-合成探针到pcb442迁移_2026-07-14_0650/probe_transfer_manifest.json","tracked","6670","cd4a8d6d368b5dcf3f3c3b0b5897de3a1108fc0866c8ca01da14c7a28ed50146","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AK-合成探针到pcb442迁移_2026-07-14_0650/probe_transfer_summary.json","tracked","327","af60983ad7f87d8a41f149f5ffda4b907c8ae5fc6c9f90fd04b899b2d828affa","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AL-n442选择Core12评估_2026-07-14_0700/target_aware_core12_manifest.json","tracked","3850","13fb20920d7a2662eadf0503bd9f72b5654abf8338a22415c69052e340e39916","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AL-n442选择Core12评估_2026-07-14_0700/target_aware_core12_summary.json","tracked","298","30677f5912666fc52cb6297593360d091df3f9c6c52fec082b33a83611ea6cfd","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AM-只读安全档案反事实_2026-07-14_0710/safety_archive_summary.json","tracked","483","b94e6459a89de32bde16f3f255fd3a34daa8ba96199959392be23f52a7c4ec99","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AN-初始安全档案pcb3038探针_2026-07-14_0720/prediction_manifest.json","tracked","657","ba5b0eba190676bc492629ce91db608b1ea2b213e8aab0f6bb2f48463bc37028","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AN-初始安全档案pcb3038探针_2026-07-14_0720/validation_summary.json","tracked","511","81b62f8cf1864d706b14d6d97490b6ecc8f15fbe694f06a7dfc254fbcf0ea59f","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AO-pcb3038评估器成本基线_2026-07-14_0730/evaluator_floor_manifest.json","tracked","545","243b634b7fe96a4632addd045f9e82c358a95247b73423c8f0429fa96b6f58da","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AO-pcb3038评估器成本基线_2026-07-14_0730/evaluator_floor_summary.json","tracked","169","6d94f20ac9542b309830289ea76135b15c87abef691f6aa8b025475e4fad74c5","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AP-TSP影子评估器验证_2026-07-14_0740/shadow_evaluator_manifest.json","tracked","1932","896ee509adea6489b780c00a83408c44c4495337db50f1ab65550f0e8a7ab2f2","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AP-TSP影子评估器验证_2026-07-14_0740/shadow_evaluator_summary.json","tracked","352","4600d9d5af969ec54fcca3ab9a5f7d0faaa4bbf8f8c4beffee394789add1994e","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AQ-修复后Core12重算_2026-07-14_0800/fixed_core12_manifest.json","tracked","6259","f6a5355ff6cd4529c204ead0ec87945ac65ca0e9ba40e83bb06c2bc31069598c","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AQ-修复后Core12重算_2026-07-14_0800/fixed_core12_summary.json","tracked","1404","de6126bafcfc8cc77c63388e030e75a67542032faeb01e611e43c336a8e53f9c","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AR-Core12失败坐标串行复核_2026-07-14_0810/fixed_core12_summary.json","tracked","1404","fa89f87fcac11ada21e6d0eaea5d985536ad713291013e26575ac4802d5a4e55","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AR-Core12失败坐标串行复核_2026-07-14_0810/serial_recheck_manifest.json","tracked","2898","f46e87887df9967c49cc6c805ea31d6713fd785f1b7c511b5c7ab2f067d5336f","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AR-Core12失败坐标串行复核_2026-07-14_0810/serial_recheck_summary.json","tracked","208","a539da1adc3835f4c5606641f6981a97b45956d1aa5284f64731b4c2d3d21a35","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AS-历史池质量规模双档案_2026-07-14_0749/archive_hashes.json","tracked","309","71b9721ddf82d6477f1bd08c6ee7bfa0a3f07183697c684e9560e2ac6bd45899","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AS-历史池质量规模双档案_2026-07-14_0749/audit_manifest.json","tracked","4318","d4935874dc0853946cd4f62b328449ede4358fd8f6459c8153327f0636a3f082","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AS-历史池质量规模双档案_2026-07-14_0749/audit_summary.json","tracked","3682","9ff2e69aff2043baa5e7e19169c6632e63edf5f55101e528d6177f9ba91e3126","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AS-历史池质量规模双档案_2026-07-14_0749/ladder_progress.json","tracked","707","19326574c66ddb1d7b6a5518fa4e6f85051cec6afb50ade305a72d7b33191807","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AT-质量档案Core12_2026-07-14_1005/archive_core12_manifest.json","tracked","4522","4af3f2034b7adb413f2ee739b41e361c16e3fb94504d3aaaf51c631256dea5c0","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AT-质量档案Core12_2026-07-14_1005/archive_core12_summary.json","tracked","1864","510d4b61dcb1d49c30a92a22b466284e0bc2681e080d946da4bbd1dfa6ad5ff9","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AU-全历史池非泄漏运行探针_2026-07-14_1034/runtime_prediction_lock.json","tracked","455","e59d313f6d4d48dde3827a6584968914d01ca787ffdae8b9aa85cb7060379aad","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AU-全历史池非泄漏运行探针_2026-07-14_1034/runtime_probe_manifest.json","tracked","17004","03919e93341673dc67facca90a9525595d5decd3c81cf76da682a2e4d93bebc3","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AU-全历史池非泄漏运行探针_2026-07-14_1034/runtime_probe_summary.json","tracked","842","8ab0825fe4b1cab4401ceed6f55dcf5a83010e843b6ec2630562d9afbb4447f5","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AV-大规模合成dev级联探针_2026-07-14_1105/runtime_prediction_lock.json","tracked","463","c33dd03edeb97f5e660729af99456c420b74182269e2f7b853deee324822c956","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
"agent_records/archive/obsidian_20260718/自主科研循环_2026-07-13_235608/结果/阶段AV-大规模合成dev级联探针_2026-07-14_1105/runtime_probe_cascade_manifest.json","tracked","31522","a265d14da83a2d33f873993bbc5cb56c1019585142b9a3279ee6aabd5ff09fb5","historical","","inventory_plus_scope_review_not_line_by_line_attestation"
